post_j_positions_0,post_j_positions_1,post_j_positions_2,post_j_positions_3,post_j_positions_4,post_j_positions_5,post_j_positions_6,post_j_positions_7,post_base_pos_x,post_base_pos_y,post_base_pos_z,post_base_ori_alpha,post_base_ori_beta,post_base_ori_gamma
-0.12137269973754883,1.571723222732544,-0.024121761322021484,1.5722687244415283,-0.11494088172912598,1.571112871170044,-0.11252856254577637,1.5743906497955322,-0.0033466520253568888,-0.0009530153474770486,0.11797875165939331,-4.2888768803095445e-05,0.00012745504500344396,0.03346068412065506
-0.12466669082641602,1.5295994281768799,-0.01938486099243164,1.5753748416900635,0.012445449829101562,1.5603077411651611,-0.057524919509887695,1.568798303604126,-0.00047007304965518415,0.0014636041596531868,0.11819486320018768,-0.0006386241293512285,-0.0037681879475712776,0.02206599898636341
-0.15184307098388672,1.5713598728179932,-0.13172101974487305,1.5275728702545166,0.08714866638183594,1.5712292194366455,-0.04651165008544922,1.571793794631958,0.004184367135167122,0.0016246389131993055,0.11816822737455368,-0.0011377057526260614,0.004763211123645306,0.029754284769296646
-0.1974334716796875,1.5711414813995361,-0.04603934288024902,1.5724337100982666,0.007658958435058594,1.5709154605865479,0.0137939453125,1.5711033344268799,0.00442224508151412,0.0009367631282657385,0.11788898706436157,0.00024829863104969263,0.001124255359172821,0.02938258647918701
-0.2280290126800537,1.5633528232574463,-0.030707597732543945,1.5727264881134033,0.08505105972290039,1.487941026687622,0.049216270446777344,1.5719549655914307,0.005901743192225695,-0.003808588720858097,0.11855743825435638,0.0021178219467401505,-0.006839682813733816,0.015049198642373085
-0.3508951663970947,1.5120880603790283,-0.08449339866638184,1.5709078311920166,-0.021331071853637695,1.518953561782837,-0.04893016815185547,1.57131028175354,0.0066388193517923355,-0.003163127228617668,0.11859401315450668,-0.00024249721900559962,-0.007569316774606705,0.05642620846629143
-0.23187613487243652,1.573456048965454,-0.07598423957824707,1.51088547706604,0.07975578308105469,1.532787561416626,-0.14838767051696777,1.5724022388458252,0.009896127507090569,-0.0004855819861404598,0.11851193010807037,-0.0004381593025755137,0.00311140320263803,0.03920663893222809
-0.1073603630065918,1.526989221572876,-0.16489720344543457,1.4096910953521729,0.09245157241821289,1.549591302871704,-0.20113062858581543,1.5724833011627197,0.013148197904229164,0.005847662687301636,0.1193184033036232,-0.004224502481520176,0.009040508419275284,0.05452679097652435
-0.2227635383605957,1.4257452487945557,-0.17537546157836914,1.4233973026275635,0.03241777420043945,1.5352346897125244,-0.22638654708862305,1.5710747241973877,0.012531132437288761,0.007104942109435797,0.11945661157369614,-0.006054798141121864,-0.0027505098842084408,0.07153268158435822
-0.3223416805267334,1.512911081314087,-0.2087538242340088,1.5057117938995361,0.051625728607177734,1.4971182346343994,-0.24161720275878906,1.494218111038208,0.014691757969558239,-0.0008899258100427687,0.11944916844367981,0.0009189120610244572,0.005429174285382032,0.07567522674798965
0.0039691925048828125,-0.17404556274414062,0.07312345504760742,0.0028533935546875,-0.04202771186828613,-0.12958288192749023,-0.01089930534362793,0.030250072479248047,-0.0012348555028438568,0.012431482784450054,0.03550661727786064,-8.074715151451528e-05,-0.01422906294465065,0.0011062027188017964
0.049445152282714844,-0.11867904663085938,0.17478227615356445,0.01402902603149414,-0.09993720054626465,-0.14319348335266113,-0.004207611083984375,0.03331947326660156,-0.0034358720295131207,0.011296129785478115,0.035083409398794174,0.0023026354610919952,-0.010892525315284729,-0.003969870507717133
-0.006125926971435547,-0.032309532165527344,0.16437196731567383,-0.0847463607788086,-0.13667726516723633,-0.04109311103820801,0.04801607131958008,-0.03574228286743164,-5.421237074187957e-05,0.012551696971058846,0.033957529813051224,-0.002830725396052003,0.001657870365306735,0.0011180409928783774
-0.06676459312438965,0.039656639099121094,0.07446956634521484,-0.1745462417602539,-0.20237207412719727,-0.020294189453125,0.09411287307739258,-0.005242347717285156,0.00028517976170405746,0.014345917850732803,0.03476638346910477,-0.008796499110758305,0.0024247262626886368,0.012607993558049202
0.017580032348632812,0.025780200958251953,-0.024202346801757812,-0.11971545219421387,-0.1498093605041504,-0.07857108116149902,0.10099649429321289,0.038239479064941406,0.0037082426715642214,0.01270791981369257,0.03483209386467934,-0.0009860805002972484,0.004565135110169649,0.02311953715980053
0.05417776107788086,-0.0613703727722168,0.10436248779296875,-0.24382734298706055,-0.14783596992492676,0.0019030570983886719,-0.007626056671142578,0.045401573181152344,-0.004420784767717123,0.01396026648581028,0.035981401801109314,-0.005496918689459562,0.023224417120218277,0.02387300692498684
0.019405364990234375,-0.0024275779724121094,0.16390466690063477,-0.22361016273498535,-0.11913633346557617,-0.11011719703674316,0.05375957489013672,0.01599264144897461,-0.008042565546929836,0.010634914971888065,0.03604811802506447,-0.005542447790503502,0.0022036023437976837,0.007977628149092197
0.016556739807128906,-0.06624507904052734,0.17406129837036133,-0.33525729179382324,-0.22493577003479004,-0.01595926284790039,-0.07210469245910645,-0.017529726028442383,-0.011960271745920181,0.014115308411419392,0.03607231378555298,-0.016912823542952538,0.003025486832484603,0.023178277537226677
0.07924127578735352,-0.12912511825561523,0.24568605422973633,-0.2200784683227539,-0.3290576934814453,-0.14976072311401367,0.04141092300415039,-0.12930798530578613,-0.016251297667622566,0.009547948837280273,0.036502253264188766,-0.003219786798581481,0.0010565007105469704,0.02683679759502411
0.08366727828979492,-0.12582707405090332,0.24790716171264648,-0.2517971992492676,-0.28388476371765137,-0.04337716102600098,0.018538475036621094,-0.16161680221557617,-0.015820816159248352,0.010781840421259403,0.03658933937549591,-0.0061771138571202755,0.02243463508784771,0.029787907376885414
0.046174049377441406,1.453279733657837,0.08951711654663086,1.5311520099639893,-0.0657956600189209,1.5342657566070557,-0.10189366340637207,1.571620225906372,-0.004100955091416836,0.008394352160394192,0.11890579015016556,-0.003130013821646571,-0.006046499591320753,0.0035540563985705376
