post_j_positions_0,post_j_positions_1,post_j_positions_2,post_j_positions_3,post_j_positions_4,post_j_positions_5,post_j_positions_6,post_j_positions_7,post_base_pos_x,post_base_pos_y,post_base_pos_z,post_base_ori_alpha,post_base_ori_beta,post_base_ori_gamma
-0.12704730033874512,-0.13763737678527832,-0.12075519561767578,0.00021123886108398438,-0.05014920234680176,-0.1304759979248047,0.04232978820800781,-0.1645510196685791,0.004958671052008867,0.0007348976214416325,0.03574588522315025,0.001984367845579982,-0.00033018982503563166,0.010768584907054901
-0.07247686386108398,-0.04599404335021973,-0.12564849853515625,-0.0306704044342041,-0.017360687255859375,-0.1851811408996582,0.12789487838745117,-0.2621276378631592,0.005968672223389149,-0.0019263792783021927,0.03562341630458832,0.012210692279040813,0.003343200543895364,-0.013394167646765709
-0.021526575088500977,-0.15965890884399414,-0.059537649154663086,0.025580406188964844,-0.0538632869720459,-0.2867295742034912,0.017446517944335938,-0.34271669387817383,0.0011276804143562913,-0.0016544442623853683,0.03788314759731293,0.008562017232179642,0.0019019958563148975,-0.0026655958499759436
-0.09638285636901855,-0.2545483112335205,-0.06784749031066895,-0.10689496994018555,0.004447460174560547,-0.2721219062805176,0.14109563827514648,-0.49776601791381836,0.0077990395948290825,-0.001935844891704619,0.03981650620698929,0.009166879579424858,0.001982794376090169,-0.012189527042210102
-0.12994933128356934,-0.3989729881286621,-0.14206528663635254,-0.04754328727722168,-0.03484630584716797,-0.19657278060913086,0.2086186408996582,-0.5247151851654053,0.011458683758974075,0.0012892152881249785,0.041128046810626984,0.0034474018029868603,0.002650344278663397,-0.01645066775381565
-0.10323977470397949,-0.35085415840148926,-0.044775962829589844,0.013653755187988281,-0.15950441360473633,-0.33214259147644043,0.2757258415222168,-0.6053392887115479,0.013179426081478596,-0.0005653000553138554,0.041007377207279205,0.006519112270325422,0.00424982002004981,-0.03626060113310814
-0.10187315940856934,-0.28356099128723145,-0.09559965133666992,0.008678436279296875,-0.21866226196289062,-0.4273703098297119,0.35201168060302734,-0.7644221782684326,0.0167038943618536,-0.003675175365060568,0.04079002887010574,0.010527707636356354,0.005939162336289883,-0.05487172678112984
-0.05585002899169922,-0.2573409080505371,0.022496700286865234,-0.12247037887573242,-0.18687891960144043,-0.41684913635253906,0.23879718780517578,-0.8633029460906982,0.010998126119375229,-0.0066059669479727745,0.04029889404773712,0.011760587804019451,0.0033909883350133896,-0.04157958924770355
-0.06826615333557129,-0.39837050437927246,0.06097888946533203,-0.11154770851135254,-0.06575226783752441,-0.3400552272796631,0.11461877822875977,-1.0208475589752197,0.006920509971678257,-0.005241542123258114,0.041158754378557205,0.003872914705425501,0.0009696681518107653,-0.013055792078375816
-0.04197287559509277,-0.36763477325439453,0.1342005729675293,-0.24133038520812988,-0.007267475128173828,-0.4296431541442871,0.2415328025817871,-1.0150015354156494,0.011016897857189178,-0.004982213024049997,0.040716610848903656,0.0055785151198506355,0.0007777659920975566,-0.04646993800997734
