increments_0,increments_1,increments_2,increments_3,increments_4,increments_5,increments_6,increments_7,prev_j_positions_0,prev_j_positions_1,prev_j_positions_2,prev_j_positions_3,prev_j_positions_4,prev_j_positions_5,prev_j_positions_6,prev_j_positions_7,prev_base_pos_x,prev_base_pos_y,prev_base_pos_z,prev_base_ori_alpha,prev_base_ori_beta,prev_base_ori_gamma
-0.12613042184979575,0.0592668035715147,-0.016786578894676548,0.0677800951256792,-0.11571158936695432,0.12617263354711244,-0.11233828915145022,0.11664962958204433,-0.0004229545593261719,1.5691816806793213,-0.004001617431640625,1.5529615879058838,-0.0005266666412353516,1.551494836807251,0.0003905296325683594,1.5697166919708252,0.11783488839864731,0.0,0.0,-1.2099115338060074e-05,0.0003434645477682352,0.0003088919911533594
-0.002215149549820688,-0.059729389948448,0.00922277568198988,0.03559674689610316,0.13085571102673998,-0.016162405450600235,0.05333625721559753,-0.010902756058436335,-0.12137269973754883,1.571723222732544,-0.024121761322021484,1.5722687244415283,-0.11494088172912598,1.571112871170044,-0.11252856254577637,1.5743906497955322,-0.0033466520253568888,-0.0009530153474770486,0.11797875165939331,-4.2888768803095445e-05,0.00012745504500344396,0.03346068412065506
-0.018971973123591394,0.10377103818132309,-0.12070400547309003,-0.04734204986272795,0.08351289763745497,0.036392155481101154,0.0024148461513304616,0.007654066407280281,-0.12466669082641602,1.5295994281768799,-0.01938486099243164,1.5753748416900635,0.012445449829101562,1.5603077411651611,-0.057524919509887695,1.568798303604126,-0.00047007304965518415,0.0014636041596531868,0.11819486320018768,-0.0006386241293512285,-0.0037681879475712776,0.02206599898636341
-0.0542045239396309,0.022588666929305893,0.09117500182786539,0.07204552852291042,-0.0850848206301036,0.013351122607959183,0.07083729064895142,0.033416165378649255,-0.15184307098388672,1.5713598728179932,-0.13172101974487305,1.5275728702545166,0.08714866638183594,1.5712292194366455,-0.04651165008544922,1.571793794631958,0.004184367135167122,0.0016246389131993055,0.11816822737455368,-0.0011377057526260614,0.004763211123645306,0.029754284769296646
-0.03183826512909506,-0.01593833114281746,0.019459634855405798,0.05388825126062396,0.07412755933857,-0.1144555008423139,0.03542843122095147,0.027180323619009225,-0.1974334716796875,1.5711414813995361,-0.04603934288024902,1.5724337100982666,0.007658958435058594,1.5709154605865479,0.0137939453125,1.5711033344268799,0.00442224508151412,0.0009367631282657385,0.11788898706436157,0.00024829863104969263,0.001124255359172821,0.02938258647918701
-0.1280994050192325,-0.06687565483482602,-0.045816930636068315,0.006362434895551549,-0.10765289552981004,0.018345753983715282,-0.10213568855357964,0.026210829206958306,-0.2280290126800537,1.5633528232574463,-0.030707597732543945,1.5727264881134033,0.08505105972290039,1.487941026687622,0.049216270446777344,1.5719549655914307,0.005901743192225695,-0.003808588720858097,0.11855743825435638,0.0021178219467401505,-0.006839682813733816,0.015049198642373085
0.12138247584859398,0.12265867013774787,0.00807666858771412,-0.06910441582781203,0.10733909313323967,0.011235179702194148,-0.10124453303820805,0.00030664418682152707,-0.3508951663970947,1.5120880603790283,-0.08449339866638184,1.5709078311920166,-0.021331071853637695,1.518953561782837,-0.04893016815185547,1.57131028175354,0.0066388193517923355,-0.003163127228617668,0.11859401315450668,-0.00024249721900559962,-0.007569316774606705,0.05642620846629143
0.12644038241864822,-0.04812369189472407,-0.09175459665485798,-0.120004086795198,0.07950399186784438,0.003143055503408043,-0.11546251493251197,0.12060444485653161,-0.23187613487243652,1.573456048965454,-0.07598423957824707,1.51088547706604,0.07975578308105469,1.532787561416626,-0.14838767051696777,1.5724022388458252,0.009896127507090569,-0.0004855819861404598,0.11851193010807037,-0.0004381593025755137,0.00311140320263803,0.03920663893222809
-0.11950325982523412,-0.12227154862660303,-0.0012043477322349406,0.012980064877744073,-0.06268689184469876,-0.020763571885364575,-0.023120503090336333,0.02860432065557067,-0.1073603630065918,1.526989221572876,-0.16489720344543457,1.4096910953521729,0.09245157241821289,1.549591302871704,-0.20113062858581543,1.5724833011627197,0.013148197904229164,0.005847662687301636,0.1193184033036232,-0.004224502481520176,0.009040508419275284,0.05452679097652435
-0.10982105759340548,0.09253309638099494,-0.02862624512556289,0.08534420483418204,0.13048687589121666,-0.03292356581473127,-0.09193784366920045,-0.08352081982181216,-0.2227635383605957,1.4257452487945557,-0.17537546157836914,1.4233973026275635,0.03241777420043945,1.5352346897125244,-0.22638654708862305,1.5710747241973877,0.012531132437288761,0.007104942109435797,0.11945661157369614,-0.006054798141121864,-0.0027505098842084408,0.07153268158435822
0.0007252324103828527,-0.08573637881847126,0.07384907467729553,0.08194799581249114,-0.03978133807015296,-0.035425146182627036,-0.012785966641269929,0.11825656034410348,-0.0011065006256103516,-0.05124020576477051,-0.0005834102630615234,-0.0447077751159668,0.0005946159362792969,-0.05066275596618652,0.0004553794860839844,-0.03781270980834961,0.03359542787075043,0.0,0.0,0.00010230031330138445,-0.001280120573937893,-0.0021778587251901627
0.041923127544749465,0.08219739394600149,0.10336589135157082,0.044108129102097986,-0.06169823204411292,0.01993222857887569,0.012722308393448116,0.04092983568611407,0.0039691925048828125,-0.17404556274414062,0.07312345504760742,0.0028533935546875,-0.04202771186828613,-0.12958288192749023,-0.01089930534362793,0.030250072479248047,-0.0012348555028438568,0.012431482784450054,0.03550661727786064,-8.074715151451528e-05,-0.01422906294465065,0.0011062027188017964
-0.13058770268202854,0.12132244485912075,0.04471474485472659,-0.09403427578957443,-0.036183895078907555,0.12982682421525096,0.04918222624345007,-0.05049896591650644,0.049445152282714844,-0.11867904663085938,0.17478227615356445,0.01402902603149414,-0.09993720054626465,-0.14319348335266113,-0.004207611083984375,0.03331947326660156,-0.0034358720295131207,0.011296129785478115,0.035083409398794174,0.0023026354610919952,-0.010892525315284729,-0.003969870507717133
-0.047825607687062247,0.09456697762089875,-0.10092519007646414,-0.07169682197788929,-0.06386095555096016,0.04598338290871845,0.0449058288177001,0.04766727961656731,-0.006125926971435547,-0.032309532165527344,0.16437196731567383,-0.0847463607788086,-0.13667726516723633,-0.04109311103820801,0.04801607131958008,-0.03574228286743164,-5.421237074187957e-05,0.012551696971058846,0.033957529813051224,-0.002830725396052003,0.001657870365306735,0.0011180409928783774
0.09983342517591903,0.012269959264493247,-0.10903918715696914,0.06931004010962823,0.05424552180702873,-0.03906594962173878,0.0035670492425350087,0.06740845263693483,-0.06676459312438965,0.039656639099121094,0.07446956634521484,-0.1745462417602539,-0.20237207412719727,-0.020294189453125,0.09411287307739258,-0.005242347717285156,0.00028517976170405746,0.014345917850732803,0.03476638346910477,-0.008796499110758305,0.0024247262626886368,0.012607993558049202
0.044161313755466294,-0.07282138008463354,0.12018008765180117,-0.11891241529847285,0.00682713148465712,0.10267462777880891,-0.11181479217413344,0.0361680624751903,0.017580032348632812,0.025780200958251953,-0.024202346801757812,-0.11971545219421387,-0.1498093605041504,-0.07857108116149902,0.10099649429321289,0.038239479064941406,0.0037082426715642214,0.01270791981369257,0.03483209386467934,-0.0009860805002972484,0.004565135110169649,0.02311953715980053
-0.02813704754515193,0.07211343889687584,0.05352419837334954,0.035094302794205695,0.02602788963807134,-0.10081428274674044,0.06535812123433452,-0.02370547095224314,0.05417776107788086,-0.0613703727722168,0.10436248779296875,-0.24382734298706055,-0.14783596992492676,0.0019030570983886719,-0.007626056671142578,0.045401573181152344,-0.004420784767717123,0.01396026648581028,0.035981401801109314,-0.005496918689459562,0.023224417120218277,0.02387300692498684
-0.0015543422447810559,-0.05398748896971657,0.00960797353790889,-0.09847622740305323,-0.10265147874509846,0.10975589175501835,-0.1275835288776562,-0.029673894536662967,0.019405364990234375,-0.0024275779724121094,0.16390466690063477,-0.22361016273498535,-0.11913633346557617,-0.11011719703674316,0.05375957489013672,0.01599264144897461,-0.008042565546929836,0.010634914971888065,0.03604811802506447,-0.005542447790503502,0.0022036023437976837,0.007977628149092197
0.03769910715446028,-0.058729858148457326,0.10693542222407763,0.12702478377464252,-0.10324170399546072,-0.12733316217778898,0.11420163845652401,-0.10875418845723445,0.016556739807128906,-0.06624507904052734,0.17406129837036133,-0.33525729179382324,-0.22493577003479004,-0.01595926284790039,-0.07210469245910645,-0.017529726028442383,-0.011960271745920181,0.014115308411419392,0.03607231378555298,-0.016912823542952538,0.003025486832484603,0.023178277537226677
-0.0004449176924305711,0.016571794767652786,0.00893229504313542,-0.025818327062129616,0.04454962280869205,0.11537391808367004,-0.022873427524185832,-0.03728513484722642,0.07924127578735352,-0.12912511825561523,0.24568605422973633,-0.2200784683227539,-0.3290576934814453,-0.14976072311401367,0.04141092300415039,-0.12930798530578613,-0.016251297667622566,0.009547948837280273,0.036502253264188766,-0.003219786798581481,0.0010565007105469704,0.02683679759502411
